Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass,RunnerID,MarathonDate,MarathonResult,RaceOneResult,RaceOneResultInSeconds,RaceTwoResult,RaceTwoResultInSeconds
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.17667173252279636,-51.0,מרוץ אייל ,15000,0.25455850681981335,-4.0,14806,0.43311345646437993,0.21749833679307506,,15554.0,2017-01-06,04:06:46,00:47:40,2860,01:15:47,4547
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.3377659574468085,-51.0,מרוץ אייל ,15000,0.34486719310839914,-4.0,14182,0.3919525065963061,0.050635931318702254,,15595.0,2017-01-06,03:56:22,01:01:48,3708,01:26:16,5176
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.49986807387862797,-49.0,חצי מרתון עמק המעיינות,21097,0.32574974146845914,-35.0,18200,0.6374112897975128,0.22460238212396927,,15616.0,2017-02-24,05:03:20,04:23:38,15818,01:52:30,6750
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.43155475619504396,-47.0,Desert Marathon ,21097,0.3978518436496512,-51.0,18715,0.6709421186275148,0.2562388187051673,,15669.0,2018-02-23,05:11:55,02:16:41,8201,02:24:00,8640
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2998965873836608,-84.0,מרוץ אייל ,15000,0.30581478822684854,-20.0,15360,0.4525034181912885,0.1496477303860338,,15719.0,2018-02-23,04:16:00,01:48:45,6525,01:21:44,4904
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.33494197403194303,-84.0,מרוץ אייל ,15000,0.25642498205312275,-20.0,15500,0.4616185949606094,0.1659351169180765,,15778.0,2018-02-23,04:18:20,01:53:50,6830,01:16:00,4560
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.33890577507598785,-51.0,מרוץ אייל ,15000,0.32476669059583635,-4.0,14710,0.4267810026385224,0.0949447698026103,,15806.0,2017-01-06,04:05:10,01:01:54,3714,01:23:56,5036
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.25151975683890576,-100.0,מרוץ אייל ,15000,0.37128499641062457,-4.0,17430,0.5872778175662478,0.2758754409414826,,15814.0,2017-02-24,04:50:30,00:54:14,3254,01:29:20,5360
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.30325739408473223,-47.0,מרוץ הלילה של תל-אביב ,10000,0.2880210289147578,-68.0,15232,0.4441695422879094,0.14853033078816436,,15824.0,2018-02-23,04:13:52,01:55:17,6917,00:56:35,3395
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.35677352637021714,-84.0,מרוץ הלילה של תל-אביב,10000,0.22549392097264437,-16.0,15517,0.462725437854027,0.17159171418259622,,15865.0,2017-02-24,04:18:37,01:57:00,7020,00:51:57,3117
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4238768240836493,-84.0,מרוץ אייל ,15000,0.3902368987796124,-20.0,16364,0.5178722573084186,0.11081539587678774,,15927.0,2017-02-24,04:32:44,02:06:44,7604,01:31:32,5492
מרתון טבריה Winner ,מרוץ אייל ,15000,0.24953338119167265,-55.0,חצי מרתון אשכול גליל מערבי,21097,0.218568665377176,-36.0,13410,0.34102902374670185,0.10697800046227751,,16048.0,2017-01-06,03:43:30,01:15:12,4512,01:42:30,6150
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.39250833046076067,-35.0,מרוץ הלילה של תל-אביב,10000,0.18446048632218845,-16.0,15535,0.4812005277044855,0.19271611931301097,,16101.0,2017-01-06,04:18:55,02:02:11,7331,00:48:21,2901
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,10000,0.31415579280347966,-49.0,מרוץ הלילה של תל-אביב,10000,0.39361702127659576,-51.0,17925,0.6195064782863468,0.26562007124630904,,16102.0,2017-02-24,04:58:45,00:57:47,3467,01:06:42,4002
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2641617832931173,-35.0,מרוץ אייל ,15000,0.23948312993539125,-20.0,15282,0.4645118733509235,0.2126894167366692,,16213.0,2017-01-06,04:14:42,01:43:34,6214,01:14:02,4442
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.2525522373819292,-14.0,מרוץ אייל ,15000,0.2278535534816942,-104.0,13938,0.36877705627705626,0.12857416084524453,,16228.0,2018-03-09,03:52:18,01:44:29,6269,01:12:41,4361
מרתון סמסונג תל-אביב ,מרוץ שליחים כרמל טרייל יום III,10000,0.5261350629530713,-76.0,מרוץ אייל ,15000,0.3968413496051687,-28.0,16606,0.5336284914382446,0.07214028515912463,,16238.0,2018-02-23,04:36:46,01:04:59,3899,01:32:18,5538
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2964495001723544,-35.0,מרוץ חבר,10000,0.17913112477683,-56.0,15433,0.47447229551451187,0.23668198303991966,,16274.0,2017-01-06,04:17:13,01:48:15,6495,00:49:32,2972
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.27714581178903824,-35.0,מרוץ אייל ,15000,0.2661880832735104,-20.0,13875,0.3717018469656992,0.1000348994344249,,16329.0,2017-01-06,03:51:15,01:45:27,6327,01:17:08,4628
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.5926691945306216,-84.0,Desert Marathon ,21097,0.5048167423319677,-14.0,17822,0.6128003125203464,0.06405734408905173,,16350.0,2018-02-23,04:57:02,02:31:13,9073,02:40:06,9606
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.49870087690808707,-21.0,חצי מרתון השרון ,21097,0.454397128405939,-56.0,16572,0.5314148056514096,0.054865802994396584,,16505.0,2017-02-24,04:36:12,01:36:12,5772,02:05:51,7551
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.25010768126346017,-104.0,מרוץ הלילה של תל-אביב ,10000,0.20878708223807735,-11.0,15499,0.46155348655511425,0.2321061048043455,,16567.0,2018-02-23,04:18:19,01:15:16,4516,00:49:33,2973
מרתון סמסונג תל-אביב ,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",10000,0.514120449132358,-112.0,מרוץ הלילה של תל-אביב ,10000,0.3338340217799474,-3.0,17978,0.6229572237775897,0.19897998832143693,,16595.0,2018-02-23,04:59:38,00:56:09,3369,01:00:39,3639
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.34585775020108006,-35.0,מרוץ אייל ,15000,0.43862167982771,-20.0,15021,0.4472955145118733,0.0550557994974783,,16752.0,2017-01-06,04:10:21,01:55:25,6925,01:37:09,5829
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.23385258358662614,-51.0,בשביל הבנים הדרוזים,15000,0.652986647926915,-54.0,15811,0.4994063324538259,0.055986716697055294,,16757.0,2017-01-06,04:23:31,00:52:41,3161,02:11:44,7904
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.5260255084453637,-35.0,מרוץ הלילה של תל-אביב,10000,0.5771276595744681,-16.0,19172,0.7211081794195251,0.16953159540960927,,16916.0,2017-01-06,05:19:32,02:21:33,8493,01:22:48,4968
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,10000,0.3040727560300514,-49.0,מרוץ הלילה של תל-אביב,10000,0.5142477203647416,-51.0,17976,0.6228270069665994,0.21366676876920287,,16920.0,2017-02-24,04:59:36,00:56:56,3416,01:17:17,4637
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.34378949787429625,-84.0,מרוץ אייל ,15000,0.35175879396984927,-20.0,15728,0.4764633114135035,0.12868916549143072,,16975.0,2018-02-23,04:22:08,01:55:07,6907,01:27:04,5224
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3311501780995059,-84.0,מרוץ אייל ,15000,0.35161521895190234,-20.0,15642,0.47086398854092065,0.12948129001521652,,16976.0,2018-02-23,04:20:42,01:53:17,6797,01:27:03,5223
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.33153858704519495,-77.0,מרוץ אייל ,15000,0.32390524048815506,-27.0,15198,0.4419558565010743,0.11423394273439924,,17356.0,2017-02-24,04:13:18,01:53:18,6798,01:23:50,5030
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.44662759967827187,-84.0,מרוץ חיפה ,21097,0.30841229489253524,-28.0,13790,0.3502832215639039,-0.027236725721499655,,17399.0,2018-02-23,03:49:50,02:10:02,7802,01:50:27,6627
מרתון סמסונג תל-אביב ,מרוץ חיפה ,21097,0.2093829443032124,-112.0,מרוץ הלילה של תל-אביב ,10000,0.11641006383777694,-3.0,12963,0.29643857021941533,0.13354206614892067,,17531.0,2018-02-23,03:36:03,01:36:10,5770,00:41:21,2481
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.14765023555095944,-35.0,מרוץ אייל ,15000,0.13768844221105528,-20.0,10913,0.17631926121372032,0.03364992233271297,,17541.0,2017-01-06,03:01:53,01:26:40,5200,01:02:13,3733
International Tiberias Winner Marathon ,חצי מרתון עמק המעיינות,21097,0.20820406756290935,-37.0,מרוץ אייל ,15000,0.16080402010050251,-20.0,13800,0.39189768505287226,0.20739364122116632,,17732.0,2018-01-07,03:50:00,01:35:27,5727,01:04:54,3894
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.27068027859937027,-14.0,International Tiberias Winner Marathon ,42195,0.4904972849385539,-47.0,16770,0.5603354978354979,0.1797467160665358,,18036.0,2018-03-09,04:39:30,01:47:39,6459,04:13:00,15180
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.259910375732506,-84.0,חצי מרתון גליל מערבי,21097,0.29463346194317785,-35.0,14108,0.37098769451136143,0.09371577567351946,,18747.0,2018-02-23,03:55:08,01:42:57,6177,01:47:40,6460
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.2488096556306057,-98.0,מרוץ גיא,10000,0.2805670407560543,-20.0,15349,0.45178722573084185,0.18709887753751187,,18776.0,2018-02-23,04:15:49,02:01:34,7294,00:54:49,3289
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,10000,0.31415579280347966,-49.0,מרוץ הלילה של תל-אביב,10000,0.3932370820668693,-51.0,16593,0.5327820821668078,0.1790856447316333,,18829.0,2017-02-24,04:36:33,00:57:47,3467,01:06:40,4000
מרתון טבריה Winner ,מרוץ אייל ,15000,0.3003589375448672,-55.0,מרוץ חבר,10000,0.2618528069827415,-36.0,16438,0.5407651715039578,0.2596592992401534,,18851.0,2017-01-06,04:33:58,01:21:06,4866,00:56:29,3389
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3622888659083075,-84.0,מרוץ אייל ,15000,0.3306532663316583,-20.0,16730,0.5417019337196433,0.19523086759966035,,18925.0,2018-02-23,04:38:50,01:57:48,7068,01:24:37,5077
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.287724335965542,-104.0,מרוץ הלילה של תל-אביב ,10000,0.26286143447239957,-11.0,15318,0.4497688651604922,0.17447597994152142,,19170.0,2018-02-23,04:15:18,01:19:38,4778,00:54:21,3261
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.368263817074572,-84.0,מרוץ אייל ,15000,0.33725771715721464,-20.0,16191,0.5066085031577576,0.1538477360418643,,19243.0,2018-02-23,04:29:51,01:58:40,7120,01:25:23,5123
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.2471487099988927,-98.0,מרוץ הלילה של תל-אביב ,10000,0.43015396169733383,-17.0,15589,0.46741324304967774,0.1287619072015645,,19510.0,2018-02-23,04:19:49,02:01:19,7279,01:09:12,4152
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4026197862805929,-84.0,מרוץ אייל ,15000,0.33725771715721464,-20.0,17202,0.5724331011133538,0.20249434939445,,19515.0,2018-02-23,04:46:42,02:03:39,7419,01:25:23,5123
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3983683787199816,-84.0,מרוץ אייל ,15000,0.3910983488872936,-20.0,17889,0.6171625756885214,0.2224292118848838,,19622.0,2018-02-23,04:58:09,02:03:02,7382,01:31:38,5498
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.38078823394231875,-35.0,מרוץ הלילה של תל-אביב,10000,0.22967325227963525,-16.0,18550,0.6800791556728232,0.3748484125618462,,20045.0,2017-01-06,05:09:10,02:00:29,7229,00:52:19,3139
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.2143727161997564,-98.0,מרוץ אייל ,15000,0.28858578607322327,-6.0,13587,0.3370662152483886,0.08558696411189876,,20130.0,2018-02-23,03:46:27,01:56:23,6983,01:19:44,4784
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3757325060324026,-35.0,מרוץ חבר,10000,0.24995040666534418,-56.0,15033,0.44808707124010555,0.13524561489123216,,20236.0,2017-01-06,04:10:33,01:59:45,7185,00:55:29,3329
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.27460967777654743,-98.0,מרוץ אייל ,15000,0.3269203158650395,-6.0,16794,0.5458688716713328,0.2451038748505393,,20310.0,2018-02-23,04:39:54,02:05:27,7527,01:24:11,5051
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.1893903253506345,-21.0,מרתון טבריה Winner ,42195,0.49386543535620053,-49.0,14129,0.3730708161321054,0.0314429357786879,,20407.0,2017-03-17,03:55:29,01:33:27,5607,04:22:07,15727
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.37446857405492356,-84.0,מרוץ הלילה של תל-אביב ,10000,0.2739391663537364,-31.0,15704,0.4749007096816199,0.15069683947728996,,20714.0,2018-02-23,04:21:44,01:59:34,7174,00:55:20,3320
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.5048833735493508,-84.0,מרוץ אייל ,15000,0.4252692031586504,-20.0,17966,0.6221759229116479,0.1570996345576473,,20977.0,2018-02-23,04:59:26,02:18:29,8309,01:35:36,5736
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.2931231003039514,-100.0,מרוץ אייל ,15000,0.34285714285714286,-4.0,17383,0.5842177225079758,0.26622760092742864,,21184.0,2017-02-24,04:49:43,00:57:53,3473,01:26:02,5162
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.29911268008777786,-14.0,חצי מרתון עמק המעיינות,21097,0.3141445478570608,-84.0,15771,0.4927624458874459,0.18613383191502653,,21239.0,2018-03-09,04:22:51,01:52:37,6757,01:50:49,6649
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.4145863925599608,-91.0,מרוץ חיפה ,21097,0.40790385948694247,-21.0,17272,0.5769906894980142,0.1657455634745626,,21895.0,2018-02-23,04:47:52,02:01:47,7307,02:04:48,7488
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.6014031652798173,-91.0,מרוץ הלילה של תל-אביב ,10000,0.33871573413443484,-24.0,18304,0.6441825639690084,0.17412311426188232,,21953.0,2018-02-23,05:05:04,02:20:52,8452,01:01:05,3665
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.36683417085427134,-104.0,מרוץ הלילה של תל-אביב ,10000,0.4200150206533984,-11.0,17706,0.605247737482909,0.21182314172907418,,22402.0,2018-02-23,04:55:06,01:28:49,5329,01:08:18,4098
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.37889447236180906,-104.0,מרוץ הלילה של תל-אביב ,10000,0.28895981975215923,-11.0,15664,0.4722963734618139,0.13836922740482976,,22612.0,2018-02-23,04:21:04,01:30:13,5413,00:56:40,3400
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4046880386073768,-84.0,מרוץ אייל ,15000,0.36295764536970565,-20.0,17131,0.5678104043231981,0.18398756233465685,,22748.0,2018-02-23,04:45:31,02:03:57,7437,01:28:22,5302
מרתון טבריה Winner ,מרוץ אייל ,15000,0.2321608040201005,-55.0,חצי מרתון חיפה ה-19,21097,0.2867913990505445,-8.0,13594,0.35316622691292876,0.09369012537760624,,23530.0,2017-01-06,03:46:34,01:13:11,4391,01:42:30,6150
מרתון טבריה Winner ,מרוץ התחתונים ה-6,10000,0.23244403557191046,-7.0,מרוץ חבר,10000,0.14540765721087087,-84.0,12572,0.2857519788918206,0.09682613250042993,,23754.0,2017-01-06,03:29:32,00:47:22,2842,00:46:42,2802
Jerusalem Marathon,מרתון סמסונג תל-אביב ,10000,0.22280471821756226,-14.0,חצי מרתון עמק המעיינות,21097,0.3672296909111801,-84.0,15398,0.4675324675324675,0.17251526296809633,,23881.0,2018-03-09,04:16:38,00:50:26,3026,01:58:31,7111
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3025393542456624,-35.0,מרוץ הלילה של תל-אביב,10000,0.2680471124620061,-16.0,14257,0.39689973614775725,0.11160650279392298,,23913.0,2017-01-06,03:57:37,01:49:08,6548,00:55:41,3341
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.3061058785319909,-21.0,מרוץ אייל ,15000,0.21679827709978464,-83.0,13038,0.30132170063155156,0.03986962281566381,,24113.0,2017-02-24,03:37:18,01:16:26,4586,01:11:24,4284
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.2055994256999282,-104.0,מרוץ הלילה של תל-אביב ,10000,0.15565152084115658,-11.0,14027,0.36571391366625433,0.18508844039571193,,24142.0,2018-02-23,03:53:47,01:10:06,4206,00:44:50,2690
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.22842697920257382,-84.0,מרוץ אייל ,15000,0.23058147882268484,-20.0,14047,0.3670160817761573,0.13751185276352795,,24201.0,2018-02-23,03:54:07,01:38:23,5903,01:13:00,4380
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2506032402619786,-35.0,בשביל הבנים הדרוזים,10000,0.17989313279240055,-70.0,12920,0.3087071240105541,0.09345893748336453,,24260.0,2017-01-06,03:35:20,01:41:36,6096,00:50:09,3009
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.22727795013213833,-84.0,מרוץ אייל ,15000,0.19224694903086864,-20.0,14749,0.4127221824337522,0.20295973285224872,,24294.0,2018-02-23,04:05:49,01:38:13,5893,01:08:33,4113
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.232611392042744,-14.0,מרוץ אייל ,15000,0.2100502512562814,-104.0,14785,0.42606872294372294,0.20473790129421024,,24316.0,2018-03-09,04:06:25,01:41:00,6060,01:10:37,4237
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.42330230954843157,-84.0,מרוץ הלילה של תל-אביב,10000,0.2935030395136778,-16.0,16209,0.5077804544566703,0.14937777992561563,,24522.0,2017-02-24,04:30:09,02:06:39,7599,00:57:55,3475
