Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass,RunnerID,MarathonDate,MarathonResult,RaceOneResult,RaceOneResultInSeconds,RaceTwoResult,RaceTwoResultInSeconds
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.37897147218776833,-21.0,חצי מרתון עמק המעיינות,21097,0.3351717798460301,-84.0,19638,0.7229596697364242,0.365888043719525,,11240.0,2017-03-17,05:27:18,02:06:34,7594,01:53:52,6832
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,42195,0.4883538153758217,-47.0,מרוץ הלילה של תל-אביב ,10000,0.23094254600075104,-68.0,15019,0.43030145191744257,0.07065327122915621,,11326.0,2018-02-23,04:10:19,04:12:30,15150,00:51:31,3091
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.30789046846674933,-14.0,חצי מרתון עמק המעיינות,21097,0.3725152246351833,-84.0,17042,0.5787337662337663,0.23853091968279994,,11398.0,2018-03-09,04:44:02,01:54:09,6849,01:59:17,7157
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.37903804737975594,-104.0,מרוץ הלילה של תל-אביב ,10000,0.28895981975215923,-11.0,15664,0.4722963734618139,0.13829743989585636,,11527.0,2018-02-23,04:21:04,01:30:14,5414,00:56:40,3400
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3480409054349075,-84.0,מרוץ הלילה של תל-אביב,10000,0.23385258358662614,-16.0,15949,0.4908522690279315,0.19990552451716465,,11589.0,2017-02-24,04:25:49,01:55:44,6944,00:52:41,3161
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.3923905240488155,-104.0,מרוץ הלילה של תל-אביב ,10000,0.3152459631993992,-11.0,14843,0.4188423725502962,0.06502412892618886,,11619.0,2018-02-23,04:07:23,01:31:47,5507,00:59:00,3540
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.455702398433676,-77.0,חצי מרתון עמק המעיינות,21097,0.47466390899689764,-7.0,16886,0.5518588449768865,0.08667569126159969,,11671.0,2017-02-24,04:41:26,02:05:59,7559,02:14:06,8046
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3558543031138688,-84.0,מרוץ הלילה של תל-אביב,10000,0.36436170212765956,-16.0,15024,0.43062699394491827,0.07051899132415412,,11758.0,2017-02-24,04:10:24,01:56:52,7012,01:04:08,3848
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.47776628748707345,-84.0,"המרתון המדברי, אילת ",10000,0.4096413600372613,-14.0,17275,0.5771860147144996,0.1334821909523322,,11915.0,2017-02-24,04:47:55,02:14:33,8073,01:05:19,3919
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.3179419525065963,-49.0,חצי מרתון עמק המעיינות,21097,0.220498678616569,-35.0,12360,0.2571782017058402,-0.012042113855742442,,12073.0,2017-02-24,03:26:00,03:37:40,13060,01:37:14,5834
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.26932717678100265,-49.0,חצי מרתון עמק המעיינות,21097,0.1566126623003562,-35.0,11571,0.20580766977016732,-0.007162249770512108,,12148.0,2017-02-24,03:12:51,03:25:23,12323,01:27:58,5278
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.14063007469957778,-21.0,חצי מרתון עמק המעיינות,21097,0.1055957715730208,-63.0,10462,0.13360244807604663,0.010489524939747336,,12173.0,2017-02-24,02:54:22,00:59:27,3567,01:20:34,4834
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.14627140066643687,-35.0,מרוץ אייל ,15000,0.12447954055994256,-20.0,11453,0.21193931398416888,0.07656384337097916,,12178.0,2017-01-06,03:10:53,01:26:28,5188,01:00:41,3641
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.18764242463702063,-14.0,חצי מרתון עמק המעיינות,21097,0.15672756520739975,-84.0,12409,0.26535443722943725,0.09316944230722707,,12198.0,2018-03-09,03:26:49,03:08:12,11292,01:27:59,5279
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.14673101229461105,-84.0,מרוץ חיפה ,21097,0.14305523457360758,-28.0,10642,0.1453219610651735,0.0004288376310641884,,12208.0,2018-02-23,02:57:22,01:26:32,5192,01:26:36,5196
International Tiberias Winner Marathon ,מרוץ אייל ,15000,0.16826992103374014,-57.0,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",10000,0.20653283429738006,-8.0,12744,0.31644755644469846,0.12904617877913838,,12255.0,2018-01-07,03:32:24,01:05:46,3946,00:41:05,2465
מרתון סמסונג תל-אביב ,מרוץ חיפה ,21097,0.19482320314305523,-112.0,מרוץ הלילה של תל-אביב ,10000,0.13330829891100263,-3.0,13740,0.34702780128914645,0.18296205026211754,,12262.0,2018-02-23,03:49:00,01:34:04,5644,00:42:51,2571
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.17155004021601747,-35.0,מרוץ אייל ,15000,0.1513280689160086,-20.0,11540,0.21767810026385223,0.05623904569783919,,12297.0,2017-01-06,03:12:20,01:30:08,5408,01:03:48,3828
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,5000,0.012018234562784915,-77.0,מרוץ הלילה של תל-אביב,10000,0.29141337386018235,-23.0,12417,0.26088938081906377,0.10917357660758015,,12315.0,2017-02-24,03:26:57,00:19:34,1174,00:57:44,3464
Desert Marathon ,מרוץ אייל ,15000,0.07810480976310122,-6.0,מרוץ חיפה ,10000,0.040143672089583776,-8.0,10683,0.04102395799146702,-0.018100282934875478,,12321.0,2017-11-17,02:58:03,00:55:18,3318,00:36:08,2168
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.19602435941629323,-35.0,בשביל הבנים הדרוזים,10000,0.14407282802295665,-70.0,11601,0.2217018469656992,0.051653253246074254,,12331.0,2017-01-06,03:13:21,01:33:41,5621,00:47:08,2828
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.3596588319552054,-14.0,International Tiberias Winner Marathon ,42195,0.41433266647613604,-47.0,15841,0.4974972943722944,0.11050154515662369,,12348.0,2018-03-09,04:24:01,03:52:14,13934,03:55:14,14114
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.22497853258276881,-14.0,International Tiberias Winner Marathon ,21097,0.21862509992006396,-47.0,13469,0.33705357142857145,0.11525175517715508,,12350.0,2018-03-09,03:44:29,01:39:40,5980,01:41:10,6070
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.18534834393865232,-77.0,מרוץ הלילה של תל-אביב,10000,0.1595744680851064,-23.0,13623,0.33941011784621394,0.16694871183433457,,12421.0,2017-02-24,03:47:03,01:38:22,5902,00:46:10,2770
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.2577135433582332,-21.0,מרתון טבריה Winner ,10000,0.15875840253064452,-28.0,12567,0.27065564164333616,0.06241966869889731,,12432.0,2017-02-24,03:29:27,01:11:28,4288,00:44:41,2681
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב ,10000,0.14476154712730005,-115.0,מרוץ גיא,10000,0.10661547548730065,-3.0,12698,0.2791848427632007,0.15349633145590036,,12460.0,2018-02-23,03:31:38,00:43:52,2632,00:45:00,2700
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.3942965036786249,-21.0,מרתון טבריה Winner ,42195,0.40850923482849605,-49.0,16216,0.505620832010162,0.10421796275660145,,12476.0,2017-03-17,04:30:16,04:01:06,14466,04:00:33,14433
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.37827983592681813,-21.0,מרוץ ראשון לציון ,15000,0.1882104579408899,-21.0,17457,0.5844395046046363,0.30119435767078234,,12519.0,2017-03-17,04:50:57,03:57:00,14220,01:04:20,3860
מרתון טבריה Winner ,מרוץ התחתונים ה-6,10000,0.1395277522232444,-7.0,מרוץ אייל ,15000,0.1734386216798277,-48.0,11753,0.23172823218997363,0.07524504523843756,,12537.0,2017-01-06,03:15:53,00:42:19,2539,01:06:22,3982
מרתון טבריה Winner ,מרוץ התחתונים ה-6,10000,0.12266176019625881,-7.0,מרוץ אייל ,15000,0.1620961952620244,-48.0,11520,0.21635883905013192,0.07397986132099033,,12641.0,2017-01-06,03:12:00,00:41:24,2484,01:05:03,3903
מרתון טבריה Winner ,חצי מרתון חיפה ה-19,21097,0.2965652052499302,-63.0,מרוץ נהריה ,10000,0.31644666428826257,-14.0,13862,0.370844327176781,0.06433839240768463,,12707.0,2017-01-06,03:51:02,01:43:40,6220,00:47:36,2856
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.1891040931208854,-14.0,International Tiberias Winner Marathon ,21097,0.18914868105515587,-47.0,12732,0.28720238095238093,0.09807599386436028,,12708.0,2018-03-09,03:32:12,01:33:24,5604,01:36:15,5775
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2824313455130415,-84.0,מרוץ הלילה של תל-אביב,10000,0.17477203647416414,-16.0,13638,0.3403867439286412,0.11178505293503838,,12717.0,2017-02-24,03:47:18,01:46:13,6373,00:47:30,2850
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.21394921291508676,-35.0,מרוץ אייל ,15000,0.18822684852835606,-20.0,12903,0.3075857519788918,0.10649772125717041,,12736.0,2017-01-06,03:35:03,01:36:17,5777,01:08:05,4085
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.25772722049867863,-35.0,מרוץ אייל ,15000,0.23675520459440058,-20.0,13416,0.34142480211081794,0.09418358956427833,,12862.0,2017-01-06,03:43:36,01:42:38,6158,01:13:43,4423
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.17442261289210617,-35.0,מרוץ אייל ,15000,0.17501794687724337,-20.0,11680,0.22691292875989447,0.05219264887521971,,12874.0,2017-01-06,03:14:40,01:30:33,5433,01:06:33,3993
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.19526202440775306,-104.0,מרוץ חיפה ,21097,0.2162006008782066,-8.0,12477,0.2647958851487727,0.05906457250579289,,12879.0,2018-02-23,03:27:57,01:08:54,4134,01:37:09,5829
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.1470208183776023,-104.0,מרוץ חיפה ,21097,0.15934827825283107,-8.0,11106,0.17553226121492285,0.022347712899706162,,12894.0,2018-02-23,03:05:06,01:03:18,3798,01:28:57,5337
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.2054238389087366,-21.0,מרוץ הלילה של תל-אביב,10000,0.12196048632218845,-79.0,14120,0.37176899537730324,0.2080768327618407,,12971.0,2017-02-24,03:55:20,01:06:06,3966,00:42:52,2572
Jerusalem Marathon ,מרתון טבריה Winner ,42195,0.329089709762533,-70.0,חצי מרתון עמק המעיינות,21097,0.24290474549006089,-35.0,14259,0.38132740552556366,0.09533017789926673,,12993.0,2017-03-17,03:57:39,03:40:29,13229,01:40:29,6029
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.11113221884498481,-100.0,מרוץ אייל ,15000,0.23115577889447236,-4.0,13481,0.3301647242659027,0.15902072539617412,,13000.0,2017-02-24,03:44:41,00:41:55,2515,01:13:04,4384
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.28932551993565436,-84.0,מרוץ אייל ,15000,0.2613065326633166,-20.0,14116,0.3715085617553226,0.09619253545583711,,13001.0,2017-02-24,03:55:16,01:47:13,6433,01:16:34,4594
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.21809045226130652,-104.0,מרוץ הלילה של תל-אביב ,10000,0.19677055951933908,-11.0,15166,0.4398723875252295,0.2324418816349067,,13010.0,2018-02-23,04:12:46,01:11:33,4293,00:48:29,2909
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,10000,0.38306371080487317,-77.0,מרוץ אייל ,15000,0.40028715003589377,-27.0,15877,0.48616446383228074,0.0944890334118973,,13055.0,2017-02-24,04:24:37,01:05:37,3937,01:32:42,5562
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.5352476669059584,-104.0,מרוץ הלילה של תל-אביב ,10000,0.5844911753661284,-11.0,16451,0.5235366885864965,-0.03633273254954683,,13080.0,2018-02-23,04:34:11,01:48:22,6502,01:22:54,4974
מרתון סמסונג תל-אביב ,מרוץ אייל ,5000,0.38656774697383833,-104.0,מרוץ הלילה של תל-אביב ,10000,0.3790837401426962,-11.0,14439,0.3925385767302559,0.009712833171988622,,13083.0,2018-02-23,04:00:39,00:32:12,1932,01:04:40,3880
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.30885901413305755,-84.0,"המרתון המדברי, אילת ",10000,0.18514205868653935,-14.0,15416,0.45614948889901685,0.2091489524892184,,13096.0,2017-02-24,04:16:56,01:50:03,6603,00:49:15,2955
Desert Marathon ,מרוץ אייל ,15000,0.25513280689160084,-6.0,מרוץ חיפה ,10000,0.17937882949503486,-8.0,14983,0.7466360354446997,0.5293802172513818,,13097.0,2017-11-17,04:09:43,01:15:51,4551,00:47:07,2827
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.27606461086637296,-91.0,מרוץ אייל ,15000,0.27537688442211056,-13.0,13863,0.3550361351650498,0.07931538752080802,,13206.0,2018-02-23,03:51:03,01:47:38,6458,01:18:12,4692
Jerusalem Marathon ,חצי מרתון עמק המעיינות,21097,0.6677007928300586,-105.0,"המרתון המדברי, אילת ",21097,0.5186426476749058,-14.0,22872,0.9283582089552239,0.3351864887027417,,13296.0,2017-03-17,06:21:12,02:42:06,9726,02:40:19,9619
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3422957600827301,-84.0,Desert Marathon ,21097,0.21160447348023476,-14.0,15788,0.48036981574321247,0.20341969896173007,,13323.0,2018-02-23,04:23:08,01:54:54,6894,01:55:58,6958
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.49454211191543146,-84.0,מרוץ אייל ,15000,0.45312275664034457,-20.0,17989,0.6236734162380363,0.14984098196014828,,13467.0,2017-02-24,04:59:49,02:16:59,8219,01:38:50,5930
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3881420199931058,-84.0,מרוץ אייל ,15000,0.38047379755922467,-20.0,17303,0.5790090500683638,0.1947011412921985,,13528.0,2018-02-23,04:48:23,02:01:33,7293,01:30:24,5424
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.31041033434650456,-100.0,מרוץ אייל ,15000,0.3678391959798995,-4.0,15230,0.44403932547691904,0.10491456031371704,,13558.0,2017-02-24,04:13:50,00:59:24,3564,01:28:56,5336
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.44869585200505574,-35.0,מרוץ אייל ,15000,0.40086145010768126,-20.0,17053,0.5813324538258575,0.15655380276948905,,13580.0,2017-01-06,04:44:13,02:10:20,7820,01:32:46,5566
מרתון סמסונג תל-אביב ,"המרתון המדברי, אילת ",21097,0.23963133640552994,-98.0,מרוץ אייל ,15000,0.36295764536970565,-6.0,16483,0.5256201575623413,0.22432566667472348,,13646.0,2017-02-24,04:34:43,01:55:55,6955,01:28:22,5302
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3058715385499253,-35.0,מרוץ הלילה של תל-אביב,10000,0.356193009118541,-16.0,14458,0.41015831134564645,0.07912603751141328,,13657.0,2017-01-06,04:00:58,01:49:37,6577,01:03:25,3805
מרתון סמסונג תל-אביב ,מרוץ חיפה ,21097,0.42789461520684074,-112.0,מרוץ הלילה של תל-אביב ,10000,0.28558017273751407,-3.0,17471,0.5899472621915489,0.2332098682193715,,13663.0,2018-02-23,04:51:11,02:07:41,7661,00:56:22,3382
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.4874015235366886,-14.0,חצי מרתון השרון ,21097,0.29058573992494696,-91.0,15628,0.4830898268398268,0.09409619510900902,,13751.0,2018-03-09,04:20:28,04:24:56,15896,01:49:07,6547
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.44950236580192526,-91.0,מרוץ הלילה של תל-אביב ,10000,0.2684941794968081,-24.0,15179,0.4407187967966664,0.08172052414729974,,13788.0,2018-02-23,04:12:59,02:05:21,7521,00:54:51,3291
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4011260484890268,-84.0,מרוץ הלילה של תל-אביב,10000,0.253419452887538,-16.0,17353,0.5822644703431213,0.25499171965483897,,13808.0,2017-02-24,04:49:13,02:03:26,7406,00:54:24,3264
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.378949787429622,-84.0,מרוץ חיפה ,21097,0.39265079731915875,-28.0,16116,0.5017253727456215,0.11592508037123106,,13850.0,2018-02-23,04:28:36,02:00:13,7213,02:02:36,7356
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.3447948328267477,-51.0,מרוץ אייל ,15000,0.4743718592964824,-4.0,15762,0.4961741424802111,0.08659079641859602,,13862.0,2017-01-06,04:22:42,01:02:25,3745,01:41:18,6078
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2362403768815351,-84.0,מרוץ אייל ,15000,0.3760229720028715,-20.0,13917,0.35855198906178787,0.052420314619584574,,13890.0,2017-02-24,03:51:57,01:39:31,5971,01:29:53,5393
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.25589161339566835,-21.0,מרתון טבריה Winner ,10000,0.1915776986951364,-49.0,15557,0.46376627500793904,0.24003161896253666,,13921.0,2017-03-17,04:19:17,01:45:04,6304,00:47:27,2847
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.3877279635258359,-51.0,בשביל הבנים הדרוזים,10000,0.34019394419156934,-54.0,16629,0.5533641160949868,0.18940316223628417,,13954.0,2017-01-06,04:37:09,01:06:11,3971,01:03:39,3819
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,10000,0.263938315539739,-49.0,מרוץ הלילה של תל-אביב,10000,0.2663373860182371,-51.0,16348,0.5168305228204961,0.2516926720415081,,13968.0,2017-02-24,04:32:28,00:53:33,3213,00:55:32,3332
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.24580043072505384,-104.0,מרוץ הלילה של תל-אביב ,10000,0.2097258730754788,-11.0,14283,0.38238166547301256,0.15461851357274625,,13970.0,2018-02-23,03:58:03,01:14:46,4486,00:49:38,2978
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3791795932437091,-84.0,מרוץ הלילה של תל-אביב,10000,0.24183130699088146,-16.0,15382,0.4539358031121818,0.14343035299488655,,14001.0,2017-02-24,04:16:22,02:00:15,7215,00:53:23,3203
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3791795932437091,-84.0,מרוץ הלילה של תל-אביב,10000,0.24164133738601823,-16.0,15382,0.4539358031121818,0.14352533779731813,,14002.0,2017-02-24,04:16:22,02:00:15,7215,00:53:22,3202
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.32103872227967367,-35.0,מרוץ אייל ,15000,0.29432878679109836,-20.0,16034,0.5141160949868074,0.20643234045142145,,14024.0,2017-01-06,04:27:14,01:51:49,6709,01:20:24,4824
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.393427553717109,-84.0,מרוץ אייל ,15000,0.3435750179468772,-20.0,17469,0.5898170453805587,0.22131575954856553,,14063.0,2018-02-23,04:51:09,02:02:19,7339,01:26:07,5167
מרתון סמסונג תל-אביב ,מרוץ חיפה ,21097,0.3540559278946152,-112.0,חצי מרתון גליל מערבי,21097,0.23763591722202737,-7.0,14084,0.3694250927794778,0.07357917022115651,,14074.0,2018-02-23,03:54:44,01:57:02,7022,01:42:15,6135
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.38259708043125656,-14.0,מרוץ אייל ,15000,0.414070351758794,-104.0,17987,0.6426542207792207,0.24432050468419547,,14076.0,2018-03-09,04:59:47,02:07:12,7632,01:34:18,5658
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.2762706234082604,-98.0,מרוץ אייל ,15000,0.35147164393395547,-6.0,16768,0.5441760531284588,0.23030491945735088,,14233.0,2018-02-23,04:39:28,02:05:42,7542,01:27:02,5222
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4786855107434218,-84.0,מרוץ אייל ,15000,0.35750179468772436,-20.0,15273,0.4468389869132105,0.028745334197637418,,14243.0,2018-02-23,04:14:33,02:14:41,8081,01:27:44,5264
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3390784786855107,-35.0,מרוץ חבר,10000,0.2061098988295973,-56.0,14758,0.4299472295514512,0.15735304079389717,,14453.0,2017-01-06,04:05:58,01:54:26,6866,00:51:48,3108
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.38412041824658166,-84.0,חצי מרתון חיפה ה-19,21097,0.42222842781345993,-28.0,14493,0.39605443062699397,-0.0071199924030268535,,14468.0,2017-02-24,04:01:33,02:00:58,7258,01:58:40,7120
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.3331701745798662,-77.0,מרוץ אייל ,15000,0.3198851399856425,-27.0,14903,0.42274887688000523,0.09622121959725088,,14636.0,2017-02-24,04:08:23,01:53:28,6808,01:23:22,5002
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.30713547052740436,-84.0,"המרתון המדברי, אילת ",21097,0.23093841642228738,-14.0,14503,0.3967055146819454,0.12766857120709957,,14664.0,2017-02-24,04:01:43,01:49:48,6588,01:54:32,6872
מרתון טבריה Winner ,מרוץ אייל ,15000,0.3065326633165829,-55.0,חצי מרתון חיפה ה-19,21097,0.3190449595085172,-8.0,14471,0.41101583113456464,0.09822701972201459,,14701.0,2017-01-06,04:01:11,01:21:49,4909,01:46:21,6381
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.28001838446512695,-84.0,מרוץ הלילה של תל-אביב,10000,0.2247340425531915,-16.0,14393,0.389543590077479,0.1371673765683198,,14705.0,2017-02-24,03:59:53,01:45:52,6352,00:51:53,3113
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.27707279839709953,-14.0,Desert Marathon ,21097,0.2819178385560846,-98.0,14092,0.37919372294372294,0.09969840446713091,,14735.0,2018-03-09,03:54:52,01:48:46,6526,02:06:33,7593
International Tiberias Winner Marathon ,Desert Marathon ,21097,0.07363525633927583,-51.0,מרוץ אייל ,15000,0.15290739411342427,-6.0,12531,0.3012289225492998,0.18795759732294973,,14769.0,2018-01-07,03:28:51,01:35:12,5712,01:03:59,3839
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.19971284996410624,-104.0,מרוץ הלילה של תל-אביב ,10000,0.1528351483289523,-11.0,13230,0.31382251448662024,0.13754851534009097,,14862.0,2018-02-23,03:40:30,01:09:25,4165,00:44:35,2675
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.2420079432254704,-21.0,"המרתון המדברי, אילת ",42195,0.21663643430940657,-98.0,12506,0.2699904731660845,0.040668284398646004,,14928.0,2017-03-17,03:28:26,03:22:07,12127,03:39:43,13183
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3764219234746639,-35.0,חצי מרתון חיפה ה-19,10000,0.2494572297003908,-28.0,19123,0.7178759894459102,0.4049364128583829,,14968.0,2017-01-06,05:18:43,01:59:51,7191,00:52:37,3157
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.3120885411697357,-14.0,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.337021585343733,-59.0,15123,0.44893127705627706,0.12437621379954272,,14987.0,2018-03-09,04:12:03,01:54:53,6893,01:48:34,6514
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.31924434691346243,-14.0,מרתון סמסונג תל-אביב ,21097,0.2972044652227841,0.0,13495,0.33881222943722944,0.03058782336910615,,15024.0,2018-03-09,03:44:55,01:56:08,6968,01:52:17,6737
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3182810525106285,-84.0,מרוץ אייל ,15000,0.27552045944005743,-20.0,14074,0.3687740087245263,0.07187325274918338,,15028.0,2018-02-23,03:54:34,01:51:25,6685,01:18:13,4693
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.34264046880386073,-35.0,בשביל הבנים הדרוזים,10000,0.2782505442311498,-70.0,14561,0.41695250659630606,0.10650700007880082,,15138.0,2017-01-06,04:02:41,01:54:57,6897,00:58:26,3506
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2899000344708721,-84.0,מרוץ הלילה של תל-אביב,10000,0.19376899696048633,-16.0,15011,0.42978058467348135,0.18794606895780214,,15213.0,2017-02-24,04:10:11,01:47:18,6438,00:49:10,2950
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.26117430770998507,-84.0,מרוץ אייל ,15000,0.23776022972002872,-20.0,15104,0.43583566638453025,0.18636839766952334,,15214.0,2017-02-24,04:11:44,01:43:08,6188,01:13:50,4430
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.24471265640571366,-98.0,מרוץ אייל ,15000,0.3381191672648959,-6.0,15134,0.43778891854938473,0.14637300671407993,,15238.0,2018-02-23,04:12:14,02:00:57,7257,01:25:29,5129
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.26709726443769,-100.0,מרוץ אייל ,15000,0.4195262024407753,-4.0,15162,0.4396119539032489,0.09630022046401626,,15247.0,2017-02-24,04:12:42,00:55:36,3336,01:34:56,5696
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.32788753799392095,-100.0,מרוץ אייל ,15000,0.4357501794687724,-4.0,17413,0.5861709746728303,0.20435211594148361,,15350.0,2017-02-24,04:50:13,01:00:56,3656,01:36:49,5809
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.2117800620003263,-77.0,מרוץ אייל ,15000,0.2976310122038765,-27.0,13158,0.3091347092909695,0.05442917218886806,,15370.0,2017-02-24,03:39:18,01:41:04,6064,01:20:47,4847
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.3130699088145897,-100.0,מרוץ אייל ,15000,0.39325197415649676,-4.0,19308,0.7095514030861384,0.3563904616005952,,15393.0,2017-02-24,05:21:48,00:59:38,3578,01:31:53,5513
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.35769274962656555,-84.0,מרוץ הלילה של תל-אביב,10000,0.22245440729483282,-16.0,17877,0.6163812748225797,0.32630769636188045,,15434.0,2017-02-24,04:57:57,01:57:08,7028,00:51:41,3101
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.19958634953464321,-35.0,מרוץ אייל ,15000,0.15764536970567122,-20.0,12232,0.2633245382585752,0.084708678638418,,15451.0,2017-01-06,03:23:52,01:34:12,5652,01:04:32,3872
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.49645159190051436,-21.0,"המרתון המדברי, אילת ",42195,0.5547205666407532,-98.0,16999,0.555350905049222,0.0297648257785883,,15526.0,2017-03-17,04:43:19,04:27:15,16035,04:44:57,17097
