@RELATION OutputFromProcess

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL

@DATA
2061,15126,0.4865608925595885,0.12814124993551207,21097,7196,0.37699643800988164,-84.0,21097,6899,0.3398428472382713,-28.0
2062,14939,0.462,0.14394651605896924,04:08:12,42195,14892,0.3642567159022199,01:18:02,15000,4682,0.27185025197984164,-6.0
2063,18014,0.6957907701224372,0.3109404599717731,21097,6440,0.24301096512891435,-364.0,42195,15877,0.5266896551724138,-49.0
2064,19850,0.8006896551724138,0.5152966978944458,15000,4643,0.2662347012239021,-55.0,21097,6747,0.3045512133320339,-260.0
2065,16244,0.5073991743410606,0.0368630549806529,10000,4305,0.43637443103107065,-175.0,42195,15967,0.5046978076897448,-259.0
2066,15859,0.525448275862069,0.11208970828759562,10000,3137,0.32215259859933654,-280.0,42195,15965,0.5045645365496102,-84.0
2068,14288,0.42584945301745997,-0.015382489317496362,42195,13735,0.37896551724137933,-413.0,42195,15949,0.5034983674285334,-364.0
2072,14299,0.38386789456970466,0.018047210226235733,21000,6244,0.22867608581894297,-364.0,42195,15941,0.5029652828679949,-70.0
2075,16643,0.5964645366949214,0.24045294370632803,15000,5426,0.4761220825852783,-104.0,21097,6742,0.23590110339190845,-239.0
2080,15345,0.5024270086213142,0.14491810920647852,10000,3054,0.4237566789971229,-476.0,21000,6842,0.2912611198325484,-231.0
2081,16086,0.5597989949748744,0.04664447405566652,42195,16134,0.5444137931034483,-49.0,42195,15885,0.4818952487349675,-315.0
2082,15423,0.4552556367100667,0.034571252501763794,10000,3295,0.3396029258098224,-371.0,42195,15923,0.5017658426067835,-63.0
2083,16153,0.5457241379310345,0.089098494670661,02:14:55,21097,8095,0.35902806870548803,04:41:22,42195,16882,0.554223217815259,-245.0
2084,15691,0.5292616930807885,0.12968221297896665,21097,7304,0.38940595197058486,-84.0,10000,3194,0.4097530082330589,-70.0
2087,16891,0.5685200216450217,0.20495253760711996,21097,6243,0.2727272727272727,-596.0,42195,15367,0.45440769534853076,-125.0
2091,13973,0.4030283271752518,0.031315724956756996,21097,6077,0.24485786919343655,-112.0,42195,15875,0.498567335243553,-665.0
2094,14939,0.462,0.07385519990008554,21000,8099,0.4228152799581371,-294.0,21097,7249,0.35347432024169184,-21.0
2095,16756,0.5593885281385281,0.24306127466086547,21097,7553,0.27748865020485,-112.0,10000,3659,0.3551658567504754,-14.0
2096,17199,0.6367456350068825,0.04051451921572513,42195,15901,0.5454967143409355,-364.0,42195,17621,0.6469655172413793,-49.0
2098,16467,0.5398403679653679,0.04392081270890802,42195,16618,0.5932409259788511,-61.0,21097,7384,0.3985981845340687,-37.0
2099,15078,0.4458874458874459,0.049903204632123666,42195,14673,0.4537419401579367,-14.0,10000,3774,0.33822654235270777,-126.0
2107,14940,0.46206896551724136,0.013067368250309297,21097,7344,0.453504607651494,-63.0,21097,8183,0.44449858688237015,-252.0
2112,15319,0.4882068965517241,0.10085797161081833,21000,6749,0.2815279958137101,-294.0,42195,15794,0.49316985406810154,-70.0
2113,16210,0.5052397586535408,0.22772650735369038,42195,13616,0.37075862068965515,-70.0,15000,4606,0.18426788191004556,-273.0
2117,15089,0.4340425531914894,0.20895412360693355,21097,6093,0.20873258915341303,-21.0,21000,6366,0.2414442700156986,-343.0
2118,15722,0.4742457923150206,0.15222059259366638,21097,6851,0.33735493507985753,-105.0,15000,4924,0.30669546436285094,-20.0
2119,16145,0.5603854234586684,0.28363092033772846,21097,7534,0.2753847857380135,-98.0,10000,3017,0.2781242205038663,-230.0
2120,14869,0.46571318129107075,0.11254778187632819,21097,6217,0.264506492014248,-84.0,04:23:10,42195,15790,0.4418243068152371,-14.0
2121,14419,0.4261379310344828,0.16647302066991793,21097,6243,0.2674939675973802,-35.0,15000,4543,0.25183585313174944,-20.0
2122,12861,0.31868965517241377,0.06228457397124265,21097,5948,0.2335976100195335,-35.0,21097,6487,0.2792125523828087,-280.0
2123,15238,0.4942404329339003,0.09492442832222436,42195,16096,0.5417931034482759,-49.0,10000,3282,0.256838905775076,-51.0
2126,16292,0.5280032467532467,0.10072517815112997,42195,13771,0.5477518871020676,-112.0,21097,7436,0.30680425010216594,-245.0
2127,18058,0.64745670995671,0.13716795503047574,42195,16789,0.6070419474027385,-14.0,21097,7514,0.41353556244973,-84.0
2129,16111,0.5579221908280808,0.053607858351513826,42195,15584,0.5209895632006185,-364.0,42195,15711,0.4876391017525155,-413.0
2135,14553,0.44504817793233353,-0.1232923182998159,42195,17630,0.665547299228351,-47.0,42195,15673,0.4711336932359479,-296.0
2136,16932,0.6252029377657519,0.19504246742105869,42195,15301,0.4869655172413793,-49.0,21097,7453,0.37335542344800704,-315.0
2137,16412,0.5361201298701299,0.3054680292096423,21097,6681,0.18093234414793488,-112.0,10000,3305,0.28037185717304036,-14.0
2138,16770,0.5408066052715148,0.2188572082935566,21097,7812,0.37854390990813,-21.0,15000,5146,0.26535488404778634,-154.0
2143,14946,0.4716660224197913,0.024980220374180795,42195,14412,0.4256551724137931,-49.0,42195,15569,0.4677164316774279,-294.0
2146,16151,0.5014925373134328,0.07200364992346286,5000,1393,0.20973154362416108,-14.0,42195,17243,0.6492462311557788,-7.0
2147,03:57:50,14270,0.3105294981428695,01:48:53,21097,6533,0.2836955462430562,04:21:00,42195,15660,0.48424068767908307,-49.0
2148,12574,0.28828759180517977,0.08873812006373119,03:46:09,42195,13569,0.24997840545909994,01:12:22,15000,4342,0.1491205380237972,-42.0
2149,04:09:18,14958,0.36995767469983587,01:47:54,21097,6474,0.27794561933534745,04:21:00,42195,15660,0.48424068767908307,-49.0
2156,17432,0.6638577502899111,0.3167297125357857,21000,7331,0.3424385138670853,-343.0,21097,7232,0.35181756164116557,-21.0
2157,15583,0.46541759288663065,0.038069069384392196,21097,7153,0.37205561300700907,-105.0,42195,15636,0.48264143399746784,-329.0
2158,16403,0.5226643826591119,0.06747516139631232,42195,15070,0.42833672865873695,-21.0,42195,15627,0.4820417138668621,-49.0
2159,16302,0.5717597623704992,0.22464180408644663,21097,6825,0.3165810711665444,-260.0,21097,7803,0.3776548454015608,-104.0
2162,17910,0.6374458874458875,0.19722559460908723,42195,16757,0.6047236108092444,-14.0,21097,7537,0.2757169748643561,-98.0
2163,15102,0.4732413793103448,0.15789811866364745,21097,6657,0.31506377111340916,-35.0,15000,4986,0.3156227501799856,-20.0
2166,16686,0.5345337451534468,0.15570616092460432,10000,3332,0.3139240506329114,-13.0,01:25:15,15000,5115,0.4437311178247734,-8.0
2167,17180,0.616551724137931,0.33098710002039117,15000,5694,0.4175665946724262,-55.0,21097,5564,0.15356265356265356,-114.0
2168,16358,0.5146395681168625,-0.0697678136194051,42195,16216,0.5698492462311557,-21.0,42195,16925,0.5989655172413794,-49.0
2171,17038,0.6067586206896551,0.17502826900162738,21000,8200,0.43338566195709055,-294.0,21097,8035,0.430075041418965,-21.0
2177,15604,0.5225357557015848,0.08904286283459267,10000,3189,0.23917173252279636,-100.0,21097,10064,0.627814053211188,-264.0
2180,17198,0.6457672980286046,0.15768210467205124,15000,5130,0.39444624878207213,-21.0,42195,16675,0.5817241379310345,-28.0
2185,15319,0.4882068965517241,0.21475428334878638,21097,6866,0.3390784786855107,-35.0,10000,3024,0.20782674772036475,-16.0
2187,15994,0.49152111781517943,0.10204407744089422,42195,13811,0.38391959798994973,-21.0,42195,13968,0.3950344827586207,-49.0
2190,16637,0.5323594791997459,0.013683059968310207,42195,16016,0.554387321221492,-21.0,42195,15243,0.4829655172413793,-49.0
2194,14840,0.45517241379310347,0.1976334473831693,01:53:28,21097,6808,0.22423544197737746,01:53:58,21000,6838,0.29084249084249086,-245.0
2199,14501,0.4317931034482759,-0.04872545318297511,42195,15995,0.48912400604586975,-315.0,42195,15475,0.47191310721663227,-49.0
2202,16151,0.559874249785653,0.19999945984885825,15000,5113,0.2488360062079669,-79.0,42195,15460,0.4709135736656227,-651.0
2203,16200,0.521780303030303,0.07968497264652608,15000,5044,0.23991205380237973,-140.0,5000,2732,0.6442786069651741,-176.0
2210,13891,0.3901043679938152,-0.008217049722801018,42195,13536,0.32752842215942696,-364.0,42195,15433,0.46911441327380554,-49.0
2211,15187,0.47910344827586204,0.06085899517790483,21097,7114,0.3675743996323107,-35.0,42195,15430,0.4689145065636037,-329.0
2212,15019,0.46751724137931033,0.20397281931668637,21097,6533,0.3008158106400092,-35.0,15000,4818,0.22627303348523875,-238.0
2213,14402,0.384438456988894,-0.06637382553369103,21097,7043,0.43297660076183564,-27.0,42195,15426,0.46864796428333444,-22.0
2214,16328,0.5304383116883117,0.1296712843213167,21000,7241,0.33301936159079015,-721.0,42195,15424,0.4685146931431998,-70.0
2216,15881,0.5439505218399691,0.26112332889261525,10000,3158,0.29150535185606924,-49.0,10000,2978,0.27414903403863844,-7.0
2217,17252,0.5929383116883117,0.0020608531123869067,21097,7492,0.6657180800607095,-14.0,42195,16380,0.51603683709114,-343.0
2225,13601,0.3380550797206483,-0.08407136663566622,42195,14298,0.3776039955313137,-21.0,42195,15396,0.46664889718131536,-49.0
2226,14368,0.3978625541125541,-0.16648873261014452,42195,13772,0.3884662754473665,-14.0,42195,14944,0.7402362979980308,-98.0
2227,15492,0.513076867347678,0.07148988809337542,10000,4088,0.41813743897859557,-115.0,42195,15577,0.4650365195300095,-228.0
2228,14656,0.4530580165761646,0.10168987634341997,21097,7189,0.373353362606887,-65.0,21097,7657,0.32938291785860235,-231.0
2230,14849,0.45579310344827584,0.1599214136858116,15000,5088,0.3303095752339813,-55.0,21000,6557,0.26143380429094715,-239.0
2234,15217,0.44452497035182503,-0.05039638502766863,42195,16554,0.525859236380364,-21.0,42195,15356,0.4639834743786233,-49.0
2235,13323,0.3271780303030303,-0.0012045669199471365,42195,12000,0.26008838658262695,-14.0,42195,15596,0.3966768078633279,-140.0
2237,16441,0.5818300369484894,0.08158452010563488,42195,16717,0.5374404572880279,-343.0,42195,15342,0.4630505763976811,-434.0
2241,16498,0.5846670477279222,-0.07433817733639148,42195,18376,0.7368380363355238,-317.0,42195,16667,0.5811724137931035,-49.0
2243,14211,0.4202709555893646,-0.1264246144234657,42195,14266,0.42519291226064587,-47.0,42195,14505,0.6681982277650148,-51.0
2247,15705,0.5148275862068965,0.03291422509936026,04:34:51,42195,16491,0.5023753994990067,04:15:18,42195,15318,0.4614513227160658,-315.0
2250,15401,0.4566477796811174,-0.008552930977003215,15000,4977,0.46928327645051193,-7.0,42195,15313,0.46111814486572933,-63.0
2252,17446,0.634896551724138,0.34166653642235556,10000,3218,0.27709320695102685,-230.0,21000,7015,0.3093668236525379,-64.0
2255,14289,0.420873598763046,0.1483997864049622,15000,4365,0.27021760311789544,-21.0,15000,4702,0.27473002159827214,-83.0
2257,14258,0.4150344827586207,0.14010787890743648,21097,6530,0.30047110191887855,-35.0,10000,3295,0.24938210578348988,-238.0
2263,16466,0.5836412374121568,0.0033233317564772547,42195,16922,0.5504604636392506,-343.0,04:55:39,42195,17739,0.6101753476721085,-119.0
2267,16168,0.5196158008658008,0.10324129112231212,42195,16276,0.5698761138882852,-14.0,21097,7006,0.26287290559869225,-343.0
2270,16689,0.6064166988790104,0.14228516485925413,42195,15088,0.4722758620689655,-49.0,42195,15236,0.4559872059705471,-364.0
2272,13792,0.38289655172413795,-0.015101667667462237,21097,6877,0.34034241066298976,-35.0,42195,15231,0.45565402812021055,-329.0
2273,15101,0.48474969209592117,0.020617140022338,10000,3397,0.37495475931958017,-119.0,42195,16263,0.5533103448275862,-294.0
2276,17545,0.6127570346320347,0.024417599168086945,42195,16513,0.5870462942838514,-14.0,42195,17245,0.589632576644044,-140.0
2279,16150,0.5014290250873293,0.09280276574294744,15000,5033,0.3223902087832973,-125.0,10000,3227,0.4948623099054665,-8.0
2280,16080,0.5593351372245845,0.15796355643812288,42195,14597,0.4384137931034483,-49.0,42195,14096,0.36432936846947495,-315.0
2281,17041,0.6069655172413793,0.276095778779868,10000,2978,0.24745237040319007,-279.0,21097,7873,0.41428710651983236,-36.0
2286,16399,0.5787872201695283,0.04517008201372974,21097,8433,0.3549525700419148,-140.0,21097,7430,0.7122817062696822,-147.0
2288,16838,0.6105919003115264,0.1996771659012414,21097,7194,0.37676663219579454,-84.0,15000,5253,0.4450628366247756,-20.0
2289,15837,0.5380714337462871,0.06650803079820333,42195,15370,0.45188948872657986,-343.0,42195,15926,0.4912373171695876,-364.0
2290,16527,1.0,0.605991029481138,42195,15371,0.45195300095268337,-245.0,42195,13192,0.33606494008504056,-21.0
2291,13733,0.3778894472361809,0.0956796861116177,21097,6191,0.27153201219512196,-77.0,21097,6464,0.2928875100540044,-7.0
2297,14849,0.41879961892664336,0.1417735573412861,21097,6606,0.25940926602785735,-21.0,10000,3481,0.29464285714285715,-100.0
2300,17175,0.5665290568434423,0.21756712718686755,21097,6504,0.2493332016200731,-21.0,42195,15125,0.44859065769307654,-413.0
2304,21221,0.8614042207792207,0.26163724845183167,15000,6456,0.6610412926391382,-118.0,21097,8267,0.5384926520156398,-224.0
2305,15890,0.544646308465404,0.22893501727929855,5000,1929,0.3560693641618497,-140.0,21000,6690,0.2753532182103611,-203.0
2306,16417,0.5364583333333334,-0.25509014210738334,42195,16238,0.9525763045618642,-112.0,15000,6286,0.6305206463195692,-6.0
2308,16430,0.5192124483963163,0.23543875312358498,21097,6740,0.27264644868122095,-21.0,15000,4517,0.29490094186424165,-21.0
2309,15366,0.5039484170107947,0.1497970555542053,21097,6632,0.2619776746023906,-364.0,42195,15091,0.4463250483107883,-413.0
2312,15329,0.4628652597402597,0.05036997564246726,42195,13886,0.3967253495616895,-14.0,42195,14309,0.4282652186338954,-47.0
2313,15329,0.4628652597402597,0.18246203151724272,42195,13766,0.38803158733608634,-14.0,21097,5729,0.17277486910994763,-364.0
2315,16774,0.5606060606060606,0.08797497038703062,42195,14693,0.4521066872825667,-378.0,21097,7499,0.4931554931554932,-218.0
2316,14284,0.4255596609432732,0.03153737475384316,21097,6875,0.34011260484890266,-84.0,42195,14639,0.44793196752995745,-280.0
2318,12983,0.3313047888140259,0.1513870156546161,21097,5990,0.1985577398004544,-364.0,15000,4436,0.16127780651836524,-140.0
2319,14805,0.45275862068965517,-0.06229688041447229,10000,3640,0.5559045226130653,-300.0,42195,15768,0.4742064795951896,-15.0
2323,17040,0.5579549063194665,0.16447605481367739,21097,7812,0.37854390990813,-21.0,42195,14162,0.4084137931034483,-49.0
2325,16105,0.5574875027168007,0.09808297315063425,21097,7238,0.38340920586747596,-91.0,21097,8018,0.535399853264857,-169.0
2326,17650,0.6198593073593074,0.1928200053511685,21097,6957,0.2578667756436453,-357.0,42195,16557,0.5962118283726324,-21.0
2328,14607,0.43910344827586206,0.058917786555364726,21097,6687,0.3185108583247156,-35.0,42195,15024,0.4418604651162791,-329.0
2330,14692,0.45511845251032385,0.15617218752388667,21097,6375,0.19840621168778097,-343.0,21097,8024,0.39948631828509334,-21.0
2331,14351,0.387170530327088,0.03061126143000975,21097,6044,0.2719910639486177,-133.0,42195,15013,0.44112747384553874,-301.0
2332,14964,0.47482431355502425,0.18173969163014486,10000,3286,0.27011817670230726,-364.0,21097,6865,0.3160510671474515,-364.0
2334,16966,0.5532550015878056,0.058425229384614585,42195,16185,0.5674526478546579,-21.0,42195,14362,0.42220689655172416,-49.0
2336,15226,0.44274372816767227,-0.012162726215117048,04:28:31,42195,16111,0.46955169733091473,04:10:00,42195,15000,0.44026121143466385,-315.0
2338,15780,0.4933712121212121,0.07988336095168808,21097,6856,0.5450578637829634,-14.0,21097,7593,0.2819178385560846,-98.0
2341,14278,0.4200231928875145,0.20093391935328617,21097,6219,0.2647362978283351,-84.0,10000,2843,0.17344224924012158,-16.0
2344,14806,0.46084267491302666,0.1530263690018664,42195,13318,0.35020689655172416,-49.0,21097,6225,0.26542571527059633,-35.0
2349,16289,0.5102572245157193,0.1151656066216929,21097,6986,0.3533204384268214,-161.0,42195,14949,0.4368627973612314,-273.0
2354,14739,0.44820689655172413,0.049703281283899614,21097,7047,0.35987590486039295,-35.0,10000,3305,0.43713132567525614,-31.0
2357,15119,0.7689530685920578,0.4030585727963484,21097,7338,0.2967919901920719,-245.0,42195,14921,0.434997001399347,-434.0
2358,15211,0.4417910447761194,0.019680337806267545,42195,14325,0.4196551724137931,-70.0,21097,7610,0.4245662415259106,-35.0
2360,14983,0.47452647854657903,0.06126468464512924,42195,14520,0.39219294210422556,-364.0,42195,14911,0.43433064569867397,-49.0
2362,13883,0.3894858909934287,0.10634588267698042,21097,6208,0.27477134146341464,-77.0,21097,6452,0.2915086751694818,-7.0
2365,15786,0.47831057478564626,0.07596998589957132,42195,14299,0.4216466950135292,-21.0,42195,13794,0.3830344827586207,-49.0
2367,14467,0.43881764833731796,0.20138601710558182,21097,6361,0.2810525106285189,-84.0,10000,3046,0.1938107518349534,-42.0
2368,14774,0.45062068965517244,-0.03667765662208938,42195,16424,0.5240479641586506,-294.0,42195,15408,0.450548728395873,-21.0
2370,13917,0.3915172413793103,0.17062507697489995,21097,6545,0.2695071010860485,-197.0,5000,1497,0.17227722772277226,-97.0
2377,16375,0.5336174242424242,-0.02343256238578817,21097,6967,0.5661164864352115,-14.0,42195,16883,0.5479834868212131,-343.0
2385,15566,0.46433788504287077,0.09434536848286279,15000,4709,0.44222361024359774,-14.0,10000,3055,0.29776142287641827,-63.0
2390,16806,0.5627705627705628,0.045293370521607645,42195,16575,0.5284217211813274,-357.0,42195,15397,0.5065326633165829,-21.0
2394,14715,0.4567847569368978,0.16667213771459405,42195,14378,0.4233103448275862,-413.0,10000,2756,0.15691489361702127,-51.0
2395,19065,0.7719336376150112,0.41404711115325943,21097,6258,0.26577305292350356,-112.0,42195,14765,0.45,-301.0
2397,15033,0.4428436147186147,0.08142498154552202,42195,14273,0.382216576691013,-357.0,42195,13179,0.3406206896551724,-70.0
2400,13838,0.39324784467144824,-0.017607860155718136,21097,6719,0.32218775135010913,-84.0,42195,16120,0.4995236583042236,-259.0
2401,14208,0.38704004329004327,0.05234709370620294,42195,13339,0.35709628341664856,-14.0,42195,13172,0.3122896157510321,-343.0
2407,15641,0.5238716221111352,0.09283708744340802,42195,16165,0.5659064553536916,-364.0,10000,3489,0.2961626139817629,-100.0
2410,14799,0.4523448275862069,0.0824325745268682,21097,6681,0.31782144088245434,-35.0,42195,14726,0.4220030652362231,-329.0
2411,14354,0.4216551724137931,0.026128755200288623,21097,7128,0.36918304033092036,-35.0,42195,14724,0.4218697940960885,-329.0
2413,15203,0.7827371184771906,0.589212121097461,42195,12508,0.2943448275862069,-315.0,10000,2418,0.09270516717325228,-51.0
2415,16998,0.5757575757575758,-0.1531443878547828,42195,15096,0.4843874520031877,-14.0,42195,16365,0.9734164752215294,-98.0
2420,15460,0.511403169694627,0.2127505651458375,42195,13623,0.37124137931034484,-49.0,10000,3120,0.22606382978723405,-51.0
2421,13097,0.3395638629283489,-0.09148625631894086,42195,15168,0.4412966135195678,-707.0,42195,14708,0.42080362497501167,-70.0
2422,14641,0.41632846320346323,0.07196636618374613,21097,6109,0.4033390248529691,-14.0,15000,4776,0.28538516918646506,-468.0
2423,15300,0.44744363289933314,0.11139284185225068,42195,13557,0.3666896551724138,-70.0,21097,6573,0.3054119269217511,-35.0
2426,13190,0.3413793103448276,0.14248476068853122,21097,5793,0.21578765942778352,-35.0,15000,4058,0.1820014398848092,-20.0
2427,15010,0.47815692240817215,-0.04693074593962482,42195,17596,0.6307044231219284,-140.0,42195,14688,0.4194709135736656,-637.0
2432,14703,0.45591538071433746,0.13099721816557375,21097,6813,0.3329886246122027,-84.0,21097,6700,0.3168477004853247,-28.0
2435,14467,0.39453794855509683,0.08469941903748224,42195,13410,0.352918438345574,-21.0,42195,12108,0.26675862068965517,-49.0
2437,13422,0.36310946895602403,0.07038710615997934,10000,2810,0.16717325227963525,-464.0,42195,14670,0.4182714733124542,-313.0
2444,12966,0.33007317249873214,0.10863702731115293,15000,4400,0.20717551881814983,-287.0,21097,6740,0.23569677155700858,-56.0
2447,17603,0.6166801948051948,0.2948633294686718,21097,7735,0.38499200639488407,-61.0,5000,1662,0.25864172427816184,-639.0
2451,15290,0.49826053343641286,0.1539702813536581,21097,6479,0.29461105365965756,-84.0,10000,4055,0.393969450505852,-56.0
2452,15947,0.5046672077922078,0.041514570500474746,21097,7925,0.4607606572446283,-98.0,42195,15585,0.46554461733883773,-259.0
2453,13818,0.384460765365288,0.07806483372063117,42195,13690,0.3758620689655172,-49.0,21097,5977,0.2369297943237964,-35.0
2456,14457,0.43809316815185106,0.1127390843790873,5000,1603,0.23596837944664031,-610.0,42195,14617,0.4147397880988872,-167.0
2458,13989,0.3722267316017316,-0.10982614422914105,42195,13790,0.389770339781207,-14.0,42195,13933,0.5743354118805383,-98.0
2463,15648,0.855759763702002,0.6280996484582636,15000,4257,0.26624775583482946,-6.0,10000,2868,0.1890724746526474,-11.0
2466,13504,0.3630344827586207,-0.012749363730857222,42195,13713,0.33916014983242426,-315.0,42195,14582,0.4124075431465316,-49.0
2473,14765,0.4247159090909091,0.009489825205401148,42195,13707,0.3837571542418315,-14.0,42195,14623,0.4466950135291844,-364.0
2474,15851,0.5416312330885196,0.2099413441481225,42195,14012,0.39806896551724136,-49.0,21097,6224,0.2653108123635528,-35.0
2478,13686,0.3822357458523509,0.2772113879492981,10000,2767,0.1562821833161689,-301.0,10000,2554,0.05376653248993674,-203.0
2481,14357,0.3971185064935065,-0.009332509278401957,42195,13898,0.3975947257842498,-14.0,42195,14217,0.4153073057595671,-364.0
2482,14963,0.4381087662337662,-0.2316742171244663,42195,14551,0.6757466360354447,-112.0,42195,17879,0.6638193306810204,-42.0
2483,15554,0.517568644497573,0.15656644942752118,15000,4517,0.29490094186424165,-385.0,42195,14433,0.42710344827586205,-28.0
2487,13984,0.39729416312330884,0.029676809848796892,21097,6764,0.3273583821670688,-84.0,42195,14514,0.4078763243819551,-329.0
2492,13487,0.35887127947429454,0.02283131702949659,21097,5998,0.2393427553717109,-84.0,10000,4273,0.43273716951788493,-259.0
2493,16115,0.5036895506654369,0.07525767252822452,21097,8240,0.4500536010135464,-21.0,42195,14498,0.40681015526087827,-49.0
2494,12879,0.3199310344827586,-0.004433486479503146,21097,6021,0.2419855222337125,-35.0,42195,14497,0.40674351969081096,-329.0
2495,16272,0.5741785852338616,0.21844525566181572,42195,13191,0.3048564105934153,-364.0,42195,14495,0.40661024855067635,-49.0
2497,17759,0.6036201968879009,0.1386717881212438,04:23:53,42195,15833,0.44553856785004753,02:23:12,21097,8592,0.48435824968326674,-266.0
2498,17105,0.6280365818805373,0.24757286005228352,42195,15469,0.49855172413793103,-366.0,21000,6566,0.2623757195185767,-294.0
