@relation WekaTry2

@attribute ﻿MarathonResultInSecondsNormalized numeric
@attribute ImprovementRate numeric
@attribute RaceOneKM {5000,10000,15000,21000,21097,42195}
@attribute RaceOneResultInSecondsNormalized numeric
@attribute TimeBetweenMarathonAndRaceOne numeric
@attribute RaceTwoKM {5000,10000,15000,21000,21097,42195}
@attribute RaceTwoResultInSecondsNormalized numeric
@attribute TimeBetweenRaceOneAndRaceTwo numeric
@attribute Success {Y,N}

@data
0.419946,0.169047,21097,0.265081,-84,15000,0.236717,-20,N
0.26579,0.004425,21097,0.312076,-84,15000,0.210655,-20,N
0.523724,0.304731,21097,0.228772,-35,15000,0.209215,-20,N
0.573174,0.018045,21097,0.603849,-77,15000,0.506407,-27,N
0.207812,0.134351,21097,0.102144,-21,21097,0.044779,-77,N
0.402552,0.030417,21097,0.441687,-35,42195,0.302583,-14,N
0.251586,0.033153,21097,0.175227,-35,42195,0.261639,-14,N
0.415815,-0.08284,21097,0.289785,-105,42195,0.707524,-14,Y
0.537202,0.137198,15000,0.420646,-104,21097,0.379362,-8,N
0.377199,0.089009,21097,0.335177,-21,21097,0.241202,-98,N
0.598666,0.166833,21097,0.487899,-21,10000,0.375769,-49,N
0.304113,0.051958,42195,0.264508,-14,21097,0.239802,-84,N
0.510552,0.137878,21097,0.340572,-35,21097,0.404775,-28,N
0.612385,0.095959,42195,0.570138,-70,21097,0.462714,-35,N
0.545507,0.059336,21097,0.487405,-21,21097,0.484935,0,N
0.639103,0.251823,21097,0.335976,-35,21097,0.438584,0,N
0.426167,0.018684,10000,0.42717,-77,21097,0.387797,-28,N
0.484731,0.105623,21097,0.402248,-77,21097,0.355969,-7,N
0.458241,0.07079,42195,0.451566,-21,21097,0.323337,-84,N
0.524468,0.245185,15000,0.249594,-21,21097,0.308974,-63,N
0.413555,-0.005899,21097,0.455132,-14,21097,0.383776,-84,Y
0.31465,0.060985,42195,0.296828,-49,21097,0.210502,-35,N
0.297642,0.068814,42195,0.260828,-49,21097,0.196829,-35,N
0.449134,0.145132,42195,0.384771,-14,21097,0.223234,-91,N
0.845729,0.181242,42195,0.852029,-21,21097,0.476944,-77,N
0.713687,0.069757,42195,0.6661,-21,21097,0.621761,-77,N
0.33313,0.067154,21097,0.27163,-98,15000,0.260323,-20,N
0.303207,0.005736,42195,0.276459,-21,42195,0.318483,-49,N
0.568117,0.165126,42195,0.431774,-21,42195,0.374207,-49,N
0.427437,-0.076863,42195,0.588945,-21,42195,0.419655,-49,Y
0.761131,-0.042641,42195,0.804716,-21,42195,0.802828,-49,Y
0.361733,0.128637,21097,0.236355,-84,21097,0.229836,-28,N
0.292328,0.051938,21097,0.227278,-84,15000,0.253501,-20,N
0.115084,0.053607,10000,0.044872,-6,42195,0.078083,-15,N
0.325216,-0.163682,21097,0.407892,-14,42195,0.569905,-98,Y
0.364414,0.024848,42195,0.532867,-47,10000,0.146264,-68,N
0.420633,0.149409,15000,0.335727,-104,10000,0.206722,-11,N
0.440194,0.181513,10000,0.173018,-91,15000,0.344345,-13,N
0.778019,0.38448,21097,0.456624,-84,10000,0.330454,-31,N
0.657393,0.084527,21097,0.570148,-84,15000,0.575583,-20,N
0.492139,0.177656,21097,0.372113,-91,10000,0.256853,-24,N
0.402159,0.073711,21097,0.312191,-84,15000,0.344704,-20,N
0.612004,0.100338,10000,0.564577,-6,10000,0.458755,-71,N
0.306945,0.050419,15000,0.288869,-57,10000,0.224183,-11,N
0.57147,0.209124,21097,0.352554,-91,10000,0.372137,-24,N
0.44244,0.216213,21097,0.213375,-84,21097,0.23908,-28,N
0.648555,0.122278,21097,0.46099,-84,15000,0.591562,-20,N
0.579077,0.244405,21097,0.300963,-98,10000,0.368382,-17,N
0.717525,0.286284,21097,0.514191,-84,10000,0.348291,-31,N
0.676447,0.272917,21097,0.390987,-47,10000,0.416072,-68,N
0.514381,0.223517,21097,0.33783,-47,10000,0.243898,-68,N
0.344997,-0.048922,42195,0.695274,-98,10000,0.092565,-17,Y
0.561255,0.291338,21097,0.314149,-47,10000,0.225685,-68,N
0.429037,0.167966,21097,0.294956,-84,10000,0.227187,-31,N
0.540752,0.195376,21097,0.316848,-112,21097,0.373904,-7,N
0.452221,0.235089,10000,0.192748,-98,10000,0.241516,-21,N
0.702915,0.294863,21097,0.43755,-37,21097,0.378553,-28,N
0.283938,0.109443,15000,0.21167,-57,21097,0.13732,-15,N
0.702021,0.234218,21097,0.494082,-84,10000,0.441524,-34,N
0.433964,0.148544,21097,0.284844,-84,21097,0.285995,-28,N
0.395131,0.123044,21097,0.300241,-84,21097,0.243933,-28,N
0.407375,0.079779,21097,0.286461,-91,21097,0.368731,-21,N
0.569804,0.21352,21097,0.335402,-84,21097,0.377167,-28,N
0.524813,0.179397,21097,0.296577,-91,15000,0.394255,-13,N
0.551981,0.060062,21097,0.559042,-59,21097,0.424796,-25,N
0.599942,0.141224,21097,0.444904,-84,15000,0.472531,-20,N
0.477708,-0.169701,21097,0.631621,-37,15000,0.663196,-20,Y
0.492212,0.202687,21097,0.284615,-84,15000,0.294434,-20,N
0.52206,0.091755,21097,0.48304,-59,21097,0.377571,-25,N
0.514746,0.10239,21097,0.43616,-14,21097,0.388551,-98,N
0.37615,0.095842,21097,0.289498,-59,21097,0.271118,-32,N
0.597267,0.086097,42195,0.653264,-14,21097,0.369078,-91,N
0.530641,0.167136,42195,0.429182,-14,21097,0.297828,-84,N
0.441626,0.022101,42195,0.541911,-14,21097,0.297139,-84,N
